lat->temp;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45
30;13,83;12,67;12,46;11,13;11,02;11,46;11,67;13,45;13,87;14,69;15,07;16,05;15,35;15,94;18,07;21,08
31;12,66;12,34;12,08;12,08;11,09;10,65;11,5;12,59;14,51;15,26;15,68;16,11;16,05;16,46;20,79;21,04
32;12,53;12,5;11,13;11,15;10,93;10,6;11,13;13,13;14,26;15,43;15,48;16,66;16,28;16,16;20,55;20,85
33;11,79;11,58;11,27;9,85;10,59;10,68;11,69;12,39;14,13;16,15;16,13;17,28;16,78;15,99;20,28;21,08
34;11,89;10,11;10,13;10,3;10,15;10,67;11,42;12,59;14,56;15,95;16,92;18,01;17,69;17,11;18,91;16,5
35;11,1;10,5;10,76;10,86;10,95;11,0;11,45;12,84;14,2;15,76;17,48;17,81;18,12;17,25;21,03;16,01
36;11,15;10,86;11,07;11,41;11,27;11,79;11,52;13,2;13,68;15,04;17,43;17,46;17,49;18,41;21,74;21,11
37;11,75;11,31;11,83;11,99;12,13;11,99;12,1;13,38;14,05;14,94;15,45;15,84;16,99;18,98;22,01;22,49
38;11,19;13,55;11,89;12,71;12,73;12,66;13,63;14,16;14,61;14,69;15,19;15,83;17,94;19,96;20,45;17,77
39;10,68;11,56;12,16;12,81;12,78;13,15;13,53;14,02;14,31;14,27;15,0;15,72;15,96;18,8;19,05;19,69
40;10,7;11,71;12,26;13,02;13,0;12,9;13,75;13,91;14,51;14,79;14,19;15,37;15,36;16,55;18,36;17,28
41;11,14;12,05;12,83;12,89;12,69;12,58;12,99;13,67;14,15;14,41;13,86;15,34;16,2;16,0;17,23;17,31
42;11,34;12,33;12,48;12,26;11,76;11,54;12,28;13,71;13,3;13,66;14,38;15,59;15,9;15,82;15,86;14,38
43;12,02;11,59;11,94;12,51;11,83;11,13;12,69;12,77;13,14;13,99;14,5;16,36;17,57;16,2;15,47;14,5
44;11,46;10,95;10,93;11,32;10,96;10,93;12,55;12,57;12,61;14,27;14,82;16,44;16,38;15,89;15,53;15,55
45;10,53;10,11;10,59;11,23;11,59;11,67;11,99;11,2;11,94;14,37;14,58;15,97;16,79;16,11;15,5;16,12
