lat->temp;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45
30;19,25;18,01;16,99;16,49;15,76;16,55;17,06;17,8;19,27;20,73;21,64;22,29;23,22;24,43;22,01;21,2
31;18,79;17,05;16,3;16,58;16,09;16,28;16,99;18,37;19,69;20,01;22,49;23,13;23,96;22,96;21,14;20,76
32;17,97;16,97;16,48;15,44;15,94;15,65;16,24;17,37;19,24;20,66;22,08;23,05;23,24;23,77;20,62;20,6
33;17,63;16,7;16,58;15,4;15,23;15,54;16,4;17,22;18,83;21,25;22,99;22,89;24,41;24,47;20,75;21,23
34;17,43;16,36;16,26;15,17;15,27;15,56;16,65;18,42;18,94;21,07;23,16;23,9;24,18;24,93;23,06;21,97
35;16,52;16,58;15,59;15,82;15,5;16,33;16,93;18,09;19,22;21,15;23,06;24,95;25,46;23,75;20,81;20,86
36;16,32;16,31;15,47;16,06;15,86;17,35;17,5;18,31;19,64;20,82;23,37;24,58;24,92;23,87;21,01;22,21
37;16,21;16,58;15,68;16,38;17,01;17,2;17,14;18,25;19,95;20,58;22,69;23,84;24,54;21,99;21,81;23,3
38;15,69;17,2;15,97;16,7;17,49;17,44;18,1;18,85;19,65;20,48;22,52;23,51;24,53;21,38;24,48;25,9
39;15,49;15,66;16,16;16,69;17,2;17,87;17,89;19,41;20,44;20,9;22,11;23,34;23,14;23,86;25,66;27,16
40;15,58;15,81;16,62;17,43;17,68;17,73;18,6;19,15;20,31;21,33;21,39;22,07;22,04;23,19;25,19;24,97
41;15,2;15,87;17,11;16,73;17,17;17,3;17,69;18,49;19,24;20,29;21,33;22,08;22,55;22,84;24,13;23,15
42;14,16;15,04;15,6;15,81;16,25;16,21;17,09;18,17;18,77;20,37;20,87;21,63;22,23;22,24;22,68;19,78
43;14,46;14,59;14,96;15,48;16,83;15,59;16,59;17,63;18,55;19,8;20,15;20,5;21,61;22,31;22,19;19,41
44;13,48;13,76;14,5;14,49;15,22;14,95;16,31;17,01;17,35;18,76;19,95;20,92;21,77;20,98;21,49;21,29
45;12,86;13,1;13,79;14,28;14,69;15,2;16,45;16,06;16,88;18,17;19,63;20,5;22,57;22,12;21,35;21,88
