lat->temp;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45
30;16,29;16,45;17,25;16,75;17,28;17,2;16,82;18,52;20,66;21,92;23,37;24,15;24,61;25,64;24,97;21,25
31;16,61;16,25;16,89;18,46;17,6;16,66;16,64;18,59;21,38;22,15;23,7;25,3;25,01;25,42;20,75;20,95
32;16,39;17,25;17,74;17,33;17,78;17,8;17,62;18,48;21,28;23,37;24,51;25,34;24,79;25,82;20,15;20,95
33;16,79;17,58;18,48;17,68;18,39;18,21;18,43;19,12;21,95;24,84;25,92;24,45;25,05;26,42;20,75;20,85
34;17,14;16,94;17,92;17,91;17,45;17,62;19,38;20,72;21,95;24,4;25,8;25,39;25,05;23,72;25,35;26,4
35;16,62;17,75;17,59;17,88;18,81;17,95;19,28;20,21;22,33;24,52;25,25;25,77;25,59;25,63;20,35;25,3
36;16,28;17,54;17,78;18,58;18,77;19,06;18,35;20,1;21,45;22,74;24,72;26,14;25,7;25,31;20,05;22,5
37;16,98;18,23;18,13;19,03;18,78;19,75;19,31;20,0;22,65;22,73;25,15;25,33;25,7;23,44;20,05;22,65
38;16,85;15,12;17,93;19,75;19,38;19,39;20,08;20,48;22,22;23,6;25,44;25,14;24,51;18,76;23,76;26,74
39;17,54;18,06;18,19;19,7;19,9;19,74;20,05;21,15;22,75;24,22;25,26;25,74;25,25;23,84;26,4;26,2
40;17,79;18,39;17,93;18,86;20,38;19,88;21,02;21,71;22,08;24,76;24,84;25,62;24,34;26,0;26,5;27,68
41;17,79;18,1;18,86;18,66;19,94;19,93;20,45;19,88;21,44;22,35;24,51;25,4;25,46;26,06;26,12;26,15
42;16,74;18,02;18,5;18,17;18,73;19,34;19,71;19,7;20,11;22,2;23,08;24,85;24,53;25,87;25,26;22,53
43;17,57;18,18;18,87;16,82;19,49;18,7;18,38;18,28;20,1;22,17;23,36;24,21;22,89;26,09;26,18;22,62
44;16,7;17,68;18,85;18,27;18,6;18,21;18,09;17,51;18,43;21,46;21,3;23,57;24,68;24,83;26,8;24,92
45;16,93;17,78;18,27;18,39;18,29;17,39;16,75;17,17;17,72;19,89;21,53;21,44;26,23;24,95;26,11;27,16
