lat->temp;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45
30;12,74;11,95;13,2;13,18;13,59;13,89;14,1;15,72;16,65;17,06;15,18;15,58;14,51;15,77;17,9;21,21
31;12,48;12,65;13,24;14,57;13,67;12,61;14,06;15,61;16,33;16,5;16,81;16,21;16,41;16,7;20,94;20,99
32;12,5;12,78;13,39;12,82;12,87;13,03;13,25;14,25;16,07;16,55;15,9;16,21;15,75;16,62;20,34;21,01
33;12,19;12,44;13,5;11,79;12,31;12,45;13,2;13,44;14,14;15,83;15,73;16,36;16,54;15,7;20,35;21,24
34;11,76;10,94;12,0;11,29;10,79;11,41;12,39;13,6;14,51;15,42;15,7;15,83;16,52;16,59;17,46;15,87
35;10,7;11,12;11,24;10,89;11,65;11,47;11,86;12,85;14,31;16,15;15,74;15,59;16,13;16,87;21,15;15,99
36;10,02;10,92;10,83;11,17;11,4;11,46;11,52;13,34;13,31;15,08;16,64;15,66;15,5;18,17;21,55;21,14
37;10,87;10,6;11,43;11,87;11,98;10,86;11,32;12,95;13,41;13,93;15,14;14,82;16,29;17,49;21,05;22,81
38;10,97;13,14;11,44;12,34;11,22;11,17;11,95;12,92;13,46;13,66;15,25;15,46;17,9;19,22;19,42;16,99
39;10,41;10,58;11,66;11,64;10,81;10,62;11,44;12,26;12,46;12,72;14,56;15,83;16,54;19,17;19,35;19,27
40;10,71;11,26;10,6;11,07;10,58;10,69;11,29;11,67;12,1;12,76;13,98;15,78;15,46;16,99;18,42;17,84
41;10,32;10,32;10,96;10,28;10,03;9,81;10,64;10,64;11,21;11,72;15,39;15,7;17,35;16,33;17,15;18,5
42;9,79;10,41;9,98;9,43;9,12;9,32;9,56;11,06;11,21;11,61;12,49;16,61;15,96;15,37;16,06;15,18
43;10,19;9,99;9,65;10,04;9,48;9,18;9,61;10,08;10,6;11,57;12,72;14,85;17,55;15,36;16,04;15,31
44;9,85;9,79;9,15;8,53;8,53;8,95;9,2;9,29;9,79;11,68;12,97;14,03;17,57;15,15;16,6;17,14
45;9,64;9,43;8,82;8,17;8,79;9,27;9,02;9,09;9,87;11,98;12,31;15,13;18,33;15,68;15,89;17,94
