lat->temp;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45
30;3,74;14,56;24,86;13,84;14,29;14,64;14,36;35,77;17,84;18,99;18,07;18,21;17,7;9,06;21,14;-21,1
31;3,92;14,48;24,54;15,14;14,22;13,42;14,09;35,96;17,07;17,76;18,78;19,38;19,33;9,14;20,94;-21,08
32;3,97;14,84;24,74;13,38;13,84;13,77;14,13;34,93;16,99;17,97;18,69;19,37;18,68;0,15;20,92;-21,14
33;4,02;13,52;24,12;13,19;14,03;13,88;14,23;34,71;15,9;17,27;18,97;19,18;19,73;1,12;20,36;-20,99
34;3,98;13,13;23,09;13,14;12,82;13,38;14,33;35,76;15,87;16,93;18,25;19,21;20,25;0,33;22,01;-22,01
35;2,37;13,56;23,38;13,29;13,38;13,75;14,27;34,64;16,25;17,35;18,0;19,63;19,66;0,92;20,43;-22,22
36;2,76;13,75;23,51;13,82;13,32;14,04;14,22;35,38;15,12;16,74;18,37;19,92;19,96;0,7;20,44;-22,7
37;4,01;13,78;23,61;13,77;13,39;13,82;13,94;35,0;15,59;15,96;18,46;19,48;20,76;9,83;20,07;-22,23
38;3,31;13,61;23,86;13,96;12,87;13,53;14,07;34,76;15,73;16,07;19,25;19,69;19,51;7,7;20,63;-22,77
39;3,23;13,41;23,27;13,53;12,96;13,31;13,42;34,44;15,09;16,6;18,88;20,62;21,11;9,93;21,48;-22,16
40;3,4;13,65;22,99;12,82;13,01;13,29;14,2;34,82;15,17;17,85;17,08;20,92;19,92;1,72;21,73;-22,4
41;3,43;13,29;23,2;12,55;12,73;12,87;13,66;34,11;14,94;16,13;18,81;21,43;20,37;1,89;21,73;-20,02
42;2,62;13,32;22,47;12,13;12,19;12,63;13,61;34,15;14,76;16,45;18,18;20,66;19,69;0,86;20,94;-16,37
43;3,57;12,76;22,6;12,25;12,51;12,44;13,29;33,55;15,07;16,39;19,23;16,84;19,42;0,01;21,24;-18,93
44;2,91;12,35;22,5;12,33;11,85;11,96;13,31;33,3;14,3;16,9;17,28;19,43;19,69;19,7;22,79;-20,82
45;3,0;12,1;22,03;12,16;12,14;12,34;12,73;33,72;14,66;16,42;18,6;17,71;19,47;0,84;21,62;-22,96
