lat->temp;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45
30;20,15;21,01;22,21;21,41;21,14;21,46;21,38;22,88;24,72;25,98;26,83;26,71;26,97;26,2;24,23;21,81
31;20,97;21,41;22,35;22,02;21,26;20,22;21,0;22,65;24,44;25,91;26,46;27,86;28,17;26,38;21,31;21,71
32;20,65;22,11;22,1;20,59;21,24;20,86;21,38;21,74;24,74;25,93;27,47;28,3;28,05;29,48;21,41;21,61
33;20,85;20,64;21,14;20,04;20,55;20,77;21,29;22,18;24,21;26,1;27,38;27,61;28,61;29,98;23,11;22,21
34;20,0;19,6;19,88;19,67;19,41;20,48;21,44;22,48;23,71;25,76;27,46;28,25;28,61;28,68;24,21;29,66
35;18,58;19,41;19,45;20,44;19,87;20,71;21,04;21,47;23,79;26,08;26,81;28,53;28,55;28,09;20,21;26,16
36;18,94;19,6;19,34;20,34;19,73;20,02;20,21;21,76;22,81;25,1;26,98;28,7;28,46;27,37;20,61;23,06
37;19,14;19,19;18,79;19,79;19,14;19,81;19,77;21,36;23,21;24,09;27,51;28,29;28,66;26,7;21,81;23,01
38;18,21;15,88;18,99;19,61;19,34;19,15;20,04;21,54;23,58;24,56;27,6;28,4;27,97;21,62;27,12;31,3
39;18,3;17,82;18,35;18,26;19,16;19,4;19,91;21,71;24,01;25,38;27,32;28,7;28,71;27,0;29,56;30,46
40;17,75;17,15;17,49;17,72;19,14;19,74;20,78;22,17;23,84;25,92;25,8;26,48;27,3;28,96;28,66;28,04
41;17,85;17,46;17,92;17,82;18,8;18,99;20,31;21,74;23,5;24,21;23,97;24,06;27,62;28,32;28,18;23,91
42;17,6;17,18;17,06;17,23;18,39;18,6;20,27;21,66;23,57;23,76;22,64;24,01;26,39;27,13;24,02;22,69
43;18,23;17,14;17,73;15,88;18,45;18,16;19,74;21,54;23,06;24,23;24,32;23,57;23,75;26,05;22,04;23,48
44;17,26;17,04;17,61;17,33;17,26;17,27;20,05;20,27;21,09;23,62;23,56;24,83;24,24;24,09;23,96;22,98
45;17,19;16,84;17,03;17,35;17,35;17,35;18,61;19,63;21,08;22,35;23,29;22,1;23,59;24,41;23,57;23,92
