lat->temp;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45
30;16,73;16,39;16,59;16,49;15,73;16,24;17,06;19,07;20,8;21,76;22,72;24,49;25,35;24,88;21,81;21,39
31;16,25;15,89;16,93;17,11;16,04;15,4;16,88;18,74;20,82;21,8;24,04;24,85;25,86;24,07;21,19;21,39
32;15,93;16,19;16,88;16,37;16,42;16,54;17,07;19,23;21,62;22,41;23,96;24,79;25,03;26,46;21,39;21,49
33;15,43;16,23;16,83;15,92;16,43;16,86;17,97;18,76;20,19;22,28;24,06;23,99;24,89;26,06;21,89;21,69
34;15,08;14,98;15,66;15,65;15,99;16,56;17,82;18,57;19,39;21,74;23,64;23,93;24,59;24,46;21,0;21,04
35;14,17;15,19;15,24;16,02;16,26;16,39;16,93;17,45;19,47;21,36;22,7;23,82;24,13;22,87;20,29;20,54
36;14,22;14,99;15,33;16,22;16,11;16,21;16,1;17,94;18,69;20,18;22,76;22,99;23,44;23,56;20,79;22,35
37;14,42;15,18;15,67;16,18;16,02;16,19;16,25;17,84;19,1;19,77;21,89;22,48;22,94;23,38;21,39;23,0
38;13,79;15,57;15,77;16,5;16,22;16,53;17,23;18,12;19,16;20,05;21,99;22,69;23,96;21,9;24,3;25,29
39;14,08;14,81;15,53;16,04;16,05;16,89;16,8;17,79;19,49;20,37;21,61;22,88;22,7;23,78;25,24;26,44
40;14,33;14,74;14,98;15,61;16,43;16,53;17,07;17,65;18,72;20,61;20,79;21,87;21,78;23,44;25,24;25,62
41;14,03;14,54;15,0;15,51;16,08;15,78;16,19;16,72;18,18;19,19;20,65;21,44;22,8;22,9;24,37;23,3
42;13,88;14,56;14,45;15,11;15,27;14,79;15,06;16,35;16,95;18,94;19,82;21,09;21,47;22,81;23,7;20,38
43;14,51;14,32;13,91;15,26;14,84;13,74;14,23;14,93;16,15;17,11;18,6;20,05;21,53;22,73;23,72;21,66
44;14,14;13,93;14,39;14,41;13,54;12,75;14,03;14,35;14,88;16,91;17,74;19,81;21,82;21,67;23,64;22,67
45;13,87;13,43;14,01;13,93;13,33;12,64;14,09;13,01;14,16;16,23;18,38;19,18;22,17;22,39;22,95;22,2
