lat->temp;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45
30;13,44;12,4;13,3;13,1;12,83;14,75;14,77;15,78;17,51;17,67;17,23;17,1;16,16;16,09;18,02;21,1
31;12,86;13,4;13,64;14,21;14,35;14,31;15,29;16,65;17,53;18,21;18,15;17,95;17,67;17,28;21,0;20,9
32;12,94;13,8;13,89;13,58;14,03;14,75;14,48;15,54;18,03;17,52;17,76;18,1;17,94;18,37;20,7;21,1
33;11,84;13,64;13,84;12,83;13,84;13,47;14,18;14,87;16,0;17,49;17,97;17,7;17,9;16,57;20,4;21,3
34;11,79;11,89;12,67;12,66;12,3;12,47;13,33;14,78;15,5;16,85;17,05;17,44;18,5;17,47;18,61;16,45
35;10,87;11,7;12,25;12,23;13,07;12,4;13,14;13,96;15,38;16,77;17,4;17,03;17,84;18,08;21,0;16,15
36;10,53;11,6;12,03;12,53;12,62;12,72;12,91;14,25;14,5;15,69;17,87;17,99;16,55;18,87;21,9;21,46
37;11,63;11,58;12,28;13,09;13,23;12,2;12,56;14,15;14,71;15,48;16,3;16,69;17,05;19,09;21,8;23,3
38;11,6;13,87;12,18;13,3;12,83;12,64;13,14;14,43;15,27;15,65;16,49;17,5;18,97;20,11;20,71;18,4
39;11,39;11,72;12,04;12,85;12,36;12,19;12,6;14,1;14,8;15,08;16,42;16,69;18,3;19,89;20,15;21,05
40;11,74;11,95;11,39;11,92;12,23;11,83;12,98;13,56;14,23;14,92;15,2;17,18;17,29;19,15;20,55;19,83
41;11,34;11,15;12,11;11,62;11,79;10,89;12,6;12,43;12,99;13,7;15,96;16,75;18,51;19,01;19,98;19,8
42;10,89;11,17;11,36;10,92;10,48;10,29;11,16;12,26;12,06;12,95;13,63;17,6;17,78;17,42;17,91;16,88
43;11,32;10,73;11,12;11,27;10,45;9,95;11,13;10,94;12,46;13,22;13,91;18,76;18,94;17,44;17,13;16,57
44;10,75;10,74;10,9;9,82;9,45;9,66;10,74;10,56;11,39;13,12;14,25;16,22;17,03;16,68;16,85;17,88
45;10,38;10,54;10,52;9,34;9,64;9,74;10,1;9,62;10,27;13,14;13,39;16,19;18,28;17,1;16,26;18,31
