lat->temp;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45
30;14,71;13,37;13,87;13,57;13,4;14,42;14,64;15,95;17,28;18,54;18,7;20,07;19,43;17,96;18,69;21,17
31;13,73;13,97;14,81;14,48;13,62;13,78;15,96;17,92;18,3;18,88;18,52;19,62;19,44;18,45;21,17;21,17
32;13,51;13,97;14,56;14,05;14,0;15,62;16,45;17,41;18,5;18,59;19,63;19,97;19,61;19,54;21,17;21,27
33;12,91;14,21;15,11;13,4;14,91;15,24;15,95;16,04;17,57;19,56;19,44;19,57;19,87;19,24;20,97;21,47
34;12,56;12,66;13,14;13,53;13,57;14,44;14,5;14,75;16,77;18,82;19,42;19,51;19,57;19,04;19,18;16,92
35;11,74;12,27;13,12;13,8;14,34;13,47;13,61;15,03;16,55;17,94;19,07;19,3;19,61;19,05;20,67;17,22
36;11,5;12,37;12,8;14,0;13,99;13,59;13,78;15,52;15,37;16,96;19,74;19,36;18,82;19,64;21,57;21,93
37;12,3;12,45;13,15;14,06;14,6;13,57;14,13;15,42;15,68;16,75;17,77;18,56;18,62;20,36;22,57;22,97
38;11,97;14,84;13,25;13,87;13,8;14,31;14,71;15,7;16,54;17,42;18,06;19,57;20,24;21,08;21,98;20,97
39;11,86;12,79;13,31;13,32;13,93;14,06;14,27;15,57;16,27;17,25;18,19;18,76;20,07;21,66;21,92;23,22
40;12,61;12,92;12,56;13,19;13,9;13,8;14,65;15,63;16,7;17,09;17,47;17,85;18,66;20,32;22,12;21,8
41;12,21;12,42;12,98;13,09;13,86;13,16;14,07;14,2;15,56;16,37;17,23;18,72;19,88;20,18;21,05;20,27
42;12,06;12,44;12,23;12,59;12,65;11,96;12,93;14,33;13,73;15,22;15,6;18,27;19,35;20,19;21,28;18,35
43;12,69;11,8;12,49;13,04;12,12;11,22;13,0;12,81;13,43;14,19;14,98;18,93;20,41;20,31;20,5;18,24
44;12,22;11,51;12,47;11,89;10,82;10,73;12,51;12,23;12,56;14,39;15,42;17,29;20,8;19,35;19,42;19,15
45;11,65;11,51;11,89;11,11;10,81;11,41;12,07;10,99;11,84;13,91;15,76;17,36;20,35;20,27;18,93;19,38
