lat->temp;60;59;58;57;56;55;54;53;52;51;50;49;48;47;46;45
30;14,89;13,95;14,05;13,95;13,78;15,0;15,52;17,02;18,96;20,12;21,07;20,15;17,91;19,74;21,17;22,55
31;13,91;13,55;13,69;14,46;13,7;13,46;14,94;16,49;17,98;19,65;21,1;20,4;20,31;18,82;21,85;22,25
32;13,49;13,55;13,84;12,63;12,98;14,0;14,42;15,78;17,68;18,87;20,41;20,14;18,69;19,82;21,75;22,05
33;12,59;13,18;13,38;11,68;12,79;13,11;14,23;14,92;16,65;18,44;19,32;19,35;20,05;19,22;21,65;22,45
34;11,94;11,44;11,62;10,81;11,25;12,92;13,98;15,72;17,15;18,6;19,6;18,39;19,55;19,82;20,75;18,0
35;11,12;11,45;10,89;10,68;11,71;12,55;13,58;15,11;16,93;19,22;20,15;20,27;20,49;20,33;21,55;16,8
36;10,38;11,14;10,58;10,68;11,97;11,76;13,35;15,3;15,75;17,94;20,42;20,14;19,2;20,01;21,65;22,3
37;11,08;10,53;10,23;10,43;11,48;11,55;12,81;14,5;15,35;18,73;19,05;18,33;18,6;18,94;21,35;22,75
38;10,55;12,52;9,93;10,45;10,38;11,79;13,38;14,78;15,92;19,2;18,84;18,14;18,01;19,16;20,46;18,44
39;9,64;9,36;9,59;9,8;10,4;11,54;12,95;14,45;16,75;18,72;17,96;17,64;16,55;18,64;19,8;21,9
40;9,89;9,09;8,93;9,66;10,68;11,68;13,92;15,51;18,08;17,96;16,14;16,42;15,74;17,6;18,8;19,98
41;9,39;8,2;9,26;9,46;10,54;11,63;14,05;14,38;15,04;15,05;15,01;15,6;17,26;18,76;17,92;17,55
42;8,44;8,42;8,6;9,37;10,03;11,14;12,51;14,0;13,81;13,9;13,48;14,45;15,83;17,77;17,36;14,03
43;8,77;8,38;8,67;10,52;11,19;11,2;12,48;12,28;12,6;12,97;13,26;13,81;16,19;17,39;17,48;14,52
44;8,3;8,18;8,55;9,07;9,9;10,61;11,19;11,71;11,83;12,06;13,1;14,07;14,38;15,63;17,4;16,52
45;8,23;8,08;8,27;8,79;9,69;10,49;10,65;10,27;10,92;12,09;12,63;14,44;14,73;16,45;16,51;17,96
